"","study_ID","Study","Site","Latitude","Longitude","max_Depth","mean_Depth","min_Depth","trajectory_ID","sample_size","sample_unit_size_sq_m","year","period","rawDate","sasDate","biomass_KG_wet_per_sq_m","Stipe_Density_num_per_sq_m","individual_per_sq_m","percent_cover","biomass_KG_wet_per_sq_m_STD","Stipe_Density_num_per_sq_m_STD","individual_per_sq_m_STD","percent_cover_STD","focalKelp","focalKelp_STD","focalUnit","elapsed","ROC"
"1626",8,"PISCO_subtidal","NAPLES_CEN",34.42185,-119.9515,18.3,10.979,6.4,107,4,60,2007,5,17378,"07/31/2007",NA,1.433333,4.604167,NA,NA,1.387444,2.054326,NA,1.4333333333,1.3874436926,3,1854,0.6044262862
"1627",8,"PISCO_subtidal","NAPLES_CEN",34.42185,-119.9515,18.3,10.979,6.4,107,4,60,2008,6,17716,"07/03/2008",NA,1.004167,5.175,NA,NA,0.827354,3.123285,NA,1.0041666667,0.8273535453,3,338,-0.384533389
"1628",8,"PISCO_subtidal","NAPLES_CEN",34.42185,-119.9515,18.3,10.979,6.4,107,4,60,2009,7,18112,"08/03/2009",NA,0.4625,4.108333,NA,NA,0.492231,4.2148,NA,0.4625,0.4922313142,3,396,-0.715066096
"1629",8,"PISCO_subtidal","NAPLES_CEN",34.42185,-119.9515,18.3,10.979,6.4,107,4,60,2010,8,18477,"08/03/2010",NA,0.208333,3.341667,NA,NA,0.242097,2.217377,NA,0.2083333333,0.2420973174,3,365,-0.798053434
"1630",8,"PISCO_subtidal","NAPLES_CEN",34.42185,-119.9515,18.3,10.979,6.4,107,4,60,2011,9,18841,"08/02/2011",NA,0.541667,8.183333,NA,NA,1.017759,8.335577,NA,0.5416666667,1.0177589761,3,364,0.9587927343
"1631",8,"PISCO_subtidal","NAPLES_CEN",34.42185,-119.9515,18.3,10.979,6.4,107,4,60,2012,10,19207,"08/02/2012",NA,0.425,1.770833,NA,NA,0.85,1.28253,NA,0.425,0.85,3,366,-0.242064585
"1632",8,"PISCO_subtidal","NAPLES_E",34.423333,-119.95102,14.6,12.257,10.7,108,2,60,1999,1,14509,"09/22/1999",NA,0.391667,0.25,NA,NA,0.48319,0.235702,NA,0.3916666667,0.4831896338,3,NA,NA
"1633",8,"PISCO_subtidal","NAPLES_E",34.423333,-119.95102,15.033,12.232,6.7,108,6,60,2002,2,15526,"07/05/2002",NA,0.494444,0.438889,NA,NA,0.826685,0.538895,NA,0.4944444444,0.8266845876,3,1017,0.0836891758
"1634",8,"PISCO_subtidal","NAPLES_E",34.423333,-119.95102,15.033,12.912,6.7,108,4,60,2007,3,17385,"08/07/2007",NA,3.741667,7.045833,NA,NA,2.25924,4.48911,NA,3.7416666667,2.2592402853,3,1859,0.3976394871
"1635",8,"PISCO_subtidal","NAPLES_E",34.423333,-119.95102,15.033,12.912,6.7,108,4,60,2008,4,17716,"07/03/2008",NA,0.016667,2.083333,NA,NA,0.019245,1.010042,NA,0.0166666667,0.019245009,3,331,-5.974072816
"1636",8,"PISCO_subtidal","NAPLES_E",34.423333,-119.95102,15.033,12.912,6.7,108,4,60,2009,5,18112,"08/03/2009",NA,0.766667,8.645833,NA,NA,0.368932,6.751836,NA,0.7666666667,0.3689323937,3,396,3.5313415911
"1637",8,"PISCO_subtidal","NAPLES_E",34.423333,-119.95102,15.033,12.912,6.7,108,4,60,2010,6,18477,"08/03/2010",NA,0.670833,8.1625,NA,NA,0.295138,4.67179,NA,0.6708333333,0.2951380719,3,365,-0.133622852
"1638",8,"PISCO_subtidal","NAPLES_E",34.423333,-119.95102,15.033,12.912,6.7,108,4,60,2011,7,18841,"08/02/2011",NA,0,4.083333,NA,NA,0,0.675908,NA,0,0,3,364,-9999
"1639",8,"PISCO_subtidal","NAPLES_E",34.423333,-119.95102,15.033,12.912,6.7,108,4,60,2012,8,19207,"08/02/2012",NA,0.229167,2.670833,NA,NA,0.436394,2.094233,NA,0.2291666667,0.4363941049,3,366,9999
"1640",8,"PISCO_subtidal","NAPLES_W",34.424633,-119.95532,14.15,12.108,7.6,109,2,60,2007,1,17378,"07/31/2007",NA,0,0.433333,NA,NA,0,0.141421,NA,0,0,3,NA,NA
"1641",8,"PISCO_subtidal","NAPLES_W",34.424633,-119.95532,14.15,12.108,7.6,109,4,60,2009,2,18112,"08/03/2009",NA,1.445833,6.025,NA,NA,1.293386,1.565869,NA,1.4458333333,1.2933859525,3,734,9999
"1642",8,"PISCO_subtidal","NAPLES_W",34.424633,-119.95532,14.15,12.108,7.6,109,4,60,2010,3,18477,"08/03/2010",NA,3.295833,9.2,NA,NA,2.043344,6.115145,NA,3.2958333333,2.0433439822,3,365,0.824537553
"1643",8,"PISCO_subtidal","NAPLES_W",34.424633,-119.95532,14.15,11.734,7.6,109,3,60,2011,4,18841,"08/02/2011",NA,0.133333,2.894444,NA,NA,0.120185,2.466235,NA,0.1333333333,0.1201850425,3,364,-3.218577045
"1644",8,"PISCO_subtidal","NAPLES_W",34.424633,-119.95532,14.15,12.108,7.6,109,4,60,2012,5,19207,"08/02/2012",NA,0.416667,2.941667,NA,NA,0.53989,1.753119,NA,0.4166666667,0.5398902495,3,366,1.1370993769
"1645",8,"PISCO_subtidal","NORTH_SAN_SIMEON_CEN",35.635042,-121.21161,15,10.506,4.4,110,6,60,2007,1,17378,"07/31/2007",NA,2.025,4.233333,NA,NA,1.845859,1.654187,NA,2.025,1.8458587282,3,NA,NA
"1646",8,"PISCO_subtidal","NORTH_SAN_SIMEON_CEN",35.635042,-121.21161,15,10.506,4.4,110,6,60,2008,2,17792,"09/17/2008",NA,2.047222,3.122222,NA,NA,2.037957,1.854204,NA,2.0472222222,2.0379569472,3,414,0.0096289783
"1647",8,"PISCO_subtidal","OTTER_PT_DC",36.636484,-121.92116,14.5,9.5524,4.6,111,6,60,2006,1,17059,"09/15/2006",NA,2.094444,0.227778,NA,NA,1.573555,0.206738,NA,2.0944444444,1.5735545984,3,NA,NA
"1648",8,"PISCO_subtidal","OTTER_PT_DC",36.636484,-121.92116,14.5,9.5524,4.6,111,6,60,2007,2,17356,"07/09/2007",NA,2.052778,0.286111,NA,NA,0.533168,0.11567,NA,2.0527777778,0.5331683773,3,297,-0.02471211
"1649",8,"PISCO_subtidal","OTTER_PT_DC",36.636484,-121.92116,14.5,9.5524,4.6,111,6,60,2008,3,17715,"07/02/2008",NA,1.461111,0.361111,NA,NA,1.57687,0.284149,NA,1.4611111111,1.5768698483,3,359,-0.345915871
"1650",8,"PISCO_subtidal","OTTER_PT_DC",36.636484,-121.92116,14.5,8.8029,4.6,111,5,60,2011,4,18813,"07/05/2011",NA,1.58,0.25,NA,NA,1.377972,0.108653,NA,1.58,1.3779715366,3,1098,0.0260224544
"1651",8,"PISCO_subtidal","OTTER_PT_UC",36.634633,-121.91893,16,9.8492,5.2,112,6,60,2006,1,17059,"09/15/2006",NA,2.536111,0.238889,NA,NA,1.973531,0.223524,NA,2.5361111111,1.9735308647,3,NA,NA
"1652",8,"PISCO_subtidal","OTTER_PT_UC",36.634633,-121.91893,16,9.8492,5.2,112,6,60,2007,2,17356,"07/09/2007",NA,3.494444,0.219444,NA,NA,1.910749,0.073346,NA,3.4944444444,1.9107493198,3,297,0.3942025886
"1653",8,"PISCO_subtidal","OTTER_PT_UC",36.634633,-121.91893,16,9.8492,5.2,112,6,60,2008,3,17715,"07/02/2008",NA,3.966667,0.255556,NA,NA,2.264043,0.137706,NA,3.9666666667,2.2640425987,3,359,0.1289583858
"1654",8,"PISCO_subtidal","OTTER_PT_UC",36.634633,-121.91893,16,9.8492,5.2,112,6,60,2011,4,18809,"07/01/2011",NA,1.847222,0.175,NA,NA,1.814093,0.204328,NA,1.8472222222,1.8140934885,3,1094,-0.255155204
"1655",8,"PISCO_subtidal","PALO_COLORADO_CEN",36.397717,-121.91143,20.8,13.466,5.5,113,6,60,2006,1,17036,"08/23/2006",NA,1.991667,1.275,NA,NA,2.564366,1.607578,NA,1.9916666667,2.5643658519,3,NA,NA
"1656",8,"PISCO_subtidal","PALO_COLORADO_CEN",36.397717,-121.91143,20.8,13.466,5.5,113,6,60,2007,2,17367,"07/20/2007",NA,0.775,1.272222,NA,NA,0.707951,0.407249,NA,0.775,0.7079508771,3,331,-1.041529751
"1657",8,"PISCO_subtidal","PALO_COLORADO_CEN",36.397717,-121.91143,20.8,13.466,5.5,113,6,60,2008,3,17779,"09/04/2008",NA,1.747222,4.655556,NA,NA,2.003093,5.222895,NA,1.7472222222,2.0030925165,3,412,0.7206767917
"1658",8,"PISCO_subtidal","PALO_COLORADO_CEN",36.397717,-121.91143,20.8,13.466,5.5,113,6,60,2010,4,18486,"08/12/2010",NA,0.633333,1.683333,NA,NA,0.450802,0.985281,NA,0.6333333333,0.4508017549,3,707,-0.524258063
"1659",8,"PISCO_subtidal","PALO_COLORADO_CEN",36.397717,-121.91143,20.8,13.466,5.5,113,6,60,2011,5,18917,"10/17/2011",NA,1.222222,2.761111,NA,NA,0.92818,1.383019,NA,1.2222222222,0.9281802188,3,431,0.55713684
"1660",8,"PISCO_subtidal","PARANOIDS_CEN",35.537171,-121.10022,21.2,13.548,6.1,114,6,60,2007,1,17399,"08/21/2007",NA,1.833333,1.419444,NA,NA,2.382762,0.822896,NA,1.8333333333,2.3827621693,3,NA,NA
"1661",8,"PISCO_subtidal","PARANOIDS_CEN",35.537171,-121.10022,21.2,13.548,6.1,114,6,60,2008,2,17738,"07/25/2008",NA,0.725,1.644444,NA,NA,0.935637,0.620275,NA,0.725,0.9356370379,3,339,-0.999556109
"1662",8,"PISCO_subtidal","PARTINGTON_CEN",36.1743,-121.699,19.8,12.925,6.7,115,6,60,2003,1,15964,"09/16/2003",NA,0.161111,2.738889,NA,NA,0.204577,1.924251,NA,0.1611111111,0.2045772516,3,NA,NA
"1663",8,"PISCO_subtidal","PESCADERO_DC",36.559412,-121.95519,21.3,12.666,4.8,116,6,60,2003,1,16011,"11/02/2003",NA,1.894444,3.144444,NA,NA,1.858125,1.415182,NA,1.8944444444,1.8581252998,3,NA,NA
"1664",8,"PISCO_subtidal","PESCADERO_DC",36.559412,-121.95519,21.3,12.666,4.8,116,6,60,2004,2,16267,"07/15/2004",NA,2.2,2.863889,NA,NA,1.322498,3.122862,NA,2.2,1.322497637,3,256,0.2133455697
"1665",8,"PISCO_subtidal","PESCADERO_DC",36.559412,-121.95519,21.3,12.688,4.8,116,5,60,2005,3,16632,"07/15/2005",NA,0.916667,1.266667,NA,NA,0.532943,0.558644,NA,0.9166666667,0.5329425652,3,365,-0.876068373
"1666",8,"PISCO_subtidal","PESCADERO_DC",36.559412,-121.95519,21.3,12.666,4.8,116,6,60,2006,4,16995,"07/13/2006",NA,0.433333,1.294444,NA,NA,0.219089,0.721701,NA,0.4333333333,0.219089023,3,363,-0.753880676
"1667",8,"PISCO_subtidal","PESCADERO_DC",36.559412,-121.95519,21.3,12.666,4.8,116,6,60,2007,5,17357.666667,"07/10/2007",NA,2.552778,1.619444,NA,NA,2.68718,1.819933,NA,2.5527777778,2.6871797828,3,362.66666667,1.7860625447
"1668",8,"PISCO_subtidal","PESCADERO_DC",36.559412,-121.95519,21.3,12.666,4.8,116,6,60,2008,6,17739,"07/26/2008",NA,2.541667,1.322222,NA,NA,1.730952,1.038785,NA,2.5416666667,1.7309518897,3,381.33333333,-0.00417808
"1669",8,"PISCO_subtidal","PESCADERO_DC",36.559412,-121.95519,21.3,12.666,4.8,116,6,60,2009,7,18094,"07/16/2009",NA,3.069444,1.602778,NA,NA,2.56,1.4452,NA,3.0694444444,2.5600003617,3,355,0.1941242518
"1670",8,"PISCO_subtidal","PESCADERO_DC",36.559412,-121.95519,21.3,12.666,4.8,116,6,60,2010,8,18452,"07/09/2010",NA,0.891667,1.627778,NA,NA,0.314951,1.01755,NA,0.8916666667,0.3149514954,3,358,-1.261193447
"1671",8,"PISCO_subtidal","PESCADERO_DC",36.559412,-121.95519,21.3,12.666,4.8,116,6,60,2011,9,18807,"06/29/2011",NA,0.944444,1.019444,NA,NA,0.838296,0.572947,NA,0.9444444444,0.8382963323,3,355,0.0591648355
"1672",8,"PISCO_subtidal","PESCADERO_UC",36.561121,-121.95976,21.3,13.291,4.6,117,6,60,2003,1,16011,"11/02/2003",NA,1.733333,0.461111,NA,NA,1.063694,0.198793,NA,1.7333333333,1.0636937738,3,NA,NA
"1673",8,"PISCO_subtidal","PESCADERO_UC",36.561121,-121.95976,21.3,13.291,4.6,117,6,60,2004,2,16267,"07/15/2004",NA,1.036111,0.794444,NA,NA,0.922943,0.396606,NA,1.0361111111,0.9229431586,3,256,-0.734169548
"1674",8,"PISCO_subtidal","PESCADERO_UC",36.561121,-121.95976,21.3,13.291,4.6,117,6,60,2005,3,16632,"07/15/2005",NA,2.422222,0.672222,NA,NA,1.571117,0.561018,NA,2.4222222222,1.5711166117,3,365,0.8497926556
"1675",8,"PISCO_subtidal","PESCADERO_UC",36.561121,-121.95976,21.3,13.291,4.6,117,6,60,2006,4,16995,"07/13/2006",NA,2.158333,0.366667,NA,NA,3.081139,0.50111,NA,2.1583333333,3.0811388587,3,363,-0.116064047
"1676",8,"PISCO_subtidal","PESCADERO_UC",36.561121,-121.95976,21.3,13.291,4.6,117,6,60,2007,5,17357.666667,"07/10/2007",NA,2.219444,1.091667,NA,NA,2.015259,0.951183,NA,2.2194444444,2.015258921,3,362.66666667,0.0281194783
"1677",8,"PISCO_subtidal","PESCADERO_UC",36.561121,-121.95976,21.3,13.291,4.6,117,6,60,2008,6,17737,"07/24/2008",NA,1.905556,0.772222,NA,NA,1.332277,0.804478,NA,1.9055555556,1.3322773596,3,379.33333333,-0.14682214
"1678",8,"PISCO_subtidal","PESCADERO_UC",36.561121,-121.95976,21.3,13.291,4.6,117,6,60,2009,7,18094,"07/16/2009",NA,3.411111,1.436111,NA,NA,3.170238,0.625515,NA,3.4111111111,3.1702377525,3,357,0.5957201728
"1679",8,"PISCO_subtidal","PESCADERO_UC",36.561121,-121.95976,21.3,13.291,4.6,117,6,60,2010,8,18456,"07/13/2010",NA,1.8,0.505556,NA,NA,1.728198,0.405609,NA,1.8,1.7281975196,3,362,-0.644990548
"1680",8,"PISCO_subtidal","PESCADERO_UC",36.561121,-121.95976,21.3,13.291,4.6,117,6,60,2011,9,18809.666667,"07/01/2011",NA,1.658333,1.408333,NA,NA,1.807262,1.490852,NA,1.6583333333,1.8072615872,3,353.66666667,-0.084658392
"1681",8,"PISCO_subtidal","PICO_CREEK_DC",35.605322,-121.1507,15.9,10.946,7,118,6,60,2007,1,17379,"08/01/2007",NA,2.916667,3.161111,NA,NA,1.977512,1.537229,NA,2.9166666667,1.9775124666,3,NA,NA
"1682",8,"PISCO_subtidal","PICO_CREEK_DC",35.605322,-121.1507,15.9,10.946,7,118,6,60,2008,2,17780,"09/05/2008",NA,4.294444,2.052778,NA,NA,2.001906,1.223675,NA,4.2944444444,2.0019064987,3,401,0.3523895439
"1683",8,"PISCO_subtidal","PICO_CREEK_UC",35.612518,-121.15569,15.4,11.029,5.4,119,6,60,2007,1,17379,"08/01/2007",NA,3.230556,3.169444,NA,NA,2.652513,1.703768,NA,3.2305555556,2.6525127849,3,NA,NA
"1684",8,"PISCO_subtidal","PICO_CREEK_UC",35.612518,-121.15569,15.4,11.029,5.4,119,6,60,2008,2,17779,"09/04/2008",NA,4.055556,3.325,NA,NA,1.984178,1.228221,NA,4.0555555556,1.9841781581,3,400,0.2076752715
"1685",8,"PISCO_subtidal","PINNACLES_IN",36.559476,-121.96611,21.65,13.617,6.7,120,6,60,2007,1,17393,"08/15/2007",NA,0.65,0.744444,NA,NA,0.972054,0.436102,NA,0.65,0.9720539537,3,NA,NA
"1686",8,"PISCO_subtidal","PINNACLES_IN",36.559476,-121.96611,21.65,13.617,6.7,120,6,60,2008,2,17799,"09/24/2008",NA,1.197222,1.169444,NA,NA,1.471221,0.453066,NA,1.1972222222,1.4712208334,3,406,0.5494826171
"1687",8,"PISCO_subtidal","PINNACLES_IN",36.559476,-121.96611,15,10.472,6.7,120,4,60,2010,3,18452,"07/09/2010",NA,0.0625,0.925,NA,NA,0.103972,0.440223,NA,0.0625,0.1039720404,3,653,-1.651507677
"1688",8,"PISCO_subtidal","PINNACLES_IN",36.559476,-121.96611,21.65,13.617,6.7,120,6,60,2011,4,18903,"10/03/2011",NA,0.033333,1,NA,NA,0.08165,0.434869,NA,0.0333333333,0.0816496581,3,451,-0.509089385
"1689",8,"PISCO_subtidal","PINNACLES_OUT",36.557936,-121.96774,21.9,14.311,5.8,121,6,60,2007,1,17393,"08/15/2007",NA,0.216667,0.819444,NA,NA,0.177951,0.805082,NA,0.2166666667,0.1779513042,3,NA,NA
"1690",8,"PISCO_subtidal","PINNACLES_OUT",36.557936,-121.96774,21.9,14.311,5.8,121,6,60,2008,2,17798,"09/23/2008",NA,0.572222,2.794444,NA,NA,0.786459,2.035645,NA,0.5722222222,0.7864594831,3,405,0.8758490659
"1691",8,"PISCO_subtidal","PINNACLES_OUT",36.557936,-121.96774,21.9,14.311,5.8,121,6,60,2010,3,18452,"07/09/2010",NA,0.452778,2.683333,NA,NA,0.347118,1.248688,NA,0.4527777778,0.3471177621,3,654,-0.130756131
"1692",8,"PISCO_subtidal","PINNACLES_OUT",36.557936,-121.96774,21.9,14.311,5.8,121,6,60,2011,4,18837,"07/29/2011",NA,0,2.561111,NA,NA,0,0.850142,NA,0,0,3,385,-9999
"1693",8,"PISCO_subtidal","PINOS_CEN",36.640454,-121.92873,18.5,12.186,5.2,122,6,60,2007,1,17407,"08/29/2007",NA,1.6,2.475,NA,NA,1.185093,4.60766,NA,1.6,1.185092589,3,NA,NA
"1694",8,"PISCO_subtidal","PINOS_CEN",36.640454,-121.92873,18.5,12.186,5.2,122,6,60,2008,2,17741,"07/28/2008",NA,0.858333,1.033333,NA,NA,1.123079,1.8964,NA,0.8583333333,1.1230786061,3,334,-0.681034197
"1695",8,"PISCO_subtidal","PINOS_CEN",36.640454,-121.92873,18.5,12.186,5.2,122,6,60,2011,3,18844,"08/05/2011",NA,0.233333,0.272222,NA,NA,0.437417,0.394077,NA,0.2333333333,0.4374166587,3,1103,-0.431321002
"1696",8,"PISCO_subtidal","PLASKETT_DC",35.912913,-121.48008,19.5,12.225,5.2,123,6,60,2003,1,15973.333333,"09/25/2003",NA,2.219444,11.26944,NA,NA,1.4982,5.21314,NA,2.2194444444,1.4981995367,3,NA,NA
"1697",8,"PISCO_subtidal","PLASKETT_DC",35.912913,-121.48008,19.5,12.225,5.2,123,6,60,2004,2,16306,"08/23/2004",NA,1.861111,3.575,NA,NA,1.18005,1.498694,NA,1.8611111111,1.1800502186,3,332.66666667,-0.193329863
"1698",8,"PISCO_subtidal","PLASKETT_DC",35.912913,-121.48008,19.5,12.225,5.2,123,6,60,2005,3,16638,"07/21/2005",NA,0.45,11.06111,NA,NA,0.471051,5.597059,NA,0.45,0.4710508347,3,332,-1.561863322
"1699",8,"PISCO_subtidal","PLASKETT_DC",35.912913,-121.48008,19.5,12.225,5.2,123,6,60,2006,4,17005,"07/23/2006",NA,0.422222,6.475,NA,NA,0.553641,3.577845,NA,0.4222222222,0.553641146,3,367,-0.063411992
"1700",8,"PISCO_subtidal","PLASKETT_DC",35.912913,-121.48008,19.5,12.225,5.2,123,6,60,2007,5,17365,"07/18/2007",NA,0.608333,3.858333,NA,NA,0.57298,2.456844,NA,0.6083333333,0.572979542,3,360,0.3705169141
"1701",8,"PISCO_subtidal","PLASKETT_DC",35.912913,-121.48008,19.5,12.225,5.2,123,6,60,2008,6,17764,"08/20/2008",NA,1.763889,6.880556,NA,NA,1.805468,2.905749,NA,1.7638888889,1.8054675192,3,399,0.97450647
"1702",8,"PISCO_subtidal","PLASKETT_UC",35.915871,-121.47873,20.1,12.266,4.9,124,6,60,2003,1,15973,"09/25/2003",NA,0.913889,2.858333,NA,NA,1.029585,3.057427,NA,0.9138888889,1.0295854973,3,NA,NA
"1703",8,"PISCO_subtidal","PLASKETT_UC",35.915871,-121.47873,20.1,12.266,4.9,124,6,60,2004,2,16306,"08/23/2004",NA,6.113889,1.977778,NA,NA,3.728113,1.520989,NA,6.1138888889,3.7281126692,3,333,2.0846773515
"1704",8,"PISCO_subtidal","PLASKETT_UC",35.915871,-121.47873,20.1,12.266,4.9,124,6,60,2005,3,16638,"07/21/2005",NA,2.183333,1.766667,NA,NA,1.230808,1.402696,NA,2.1833333333,1.2308082259,3,332,-1.132836395
"1705",8,"PISCO_subtidal","PLASKETT_UC",35.915871,-121.47873,20.1,12.266,4.9,124,6,60,2006,4,17005,"07/23/2006",NA,1.547222,3.213889,NA,NA,1.401008,1.777433,NA,1.5472222222,1.4010082348,3,367,-0.342749358
"1706",8,"PISCO_subtidal","PLASKETT_UC",35.915871,-121.47873,20.1,12.266,4.9,124,6,60,2007,5,17365,"07/18/2007",NA,3.877778,5.752778,NA,NA,2.99345,3.440759,NA,3.8777777778,2.9934496389,3,360,0.9322002253
"1707",8,"PISCO_subtidal","PLASKETT_UC",35.915871,-121.47873,20.1,12.266,4.9,124,6,60,2008,6,17764,"08/20/2008",NA,3.575,4.369444,NA,NA,3.060261,3.215646,NA,3.575,3.060260519,3,399,-0.074420443
"1708",8,"PISCO_subtidal","POINT_ARENA_MPA_1_CEN",38.95117,-123.74404,19.7,12.478,5.2,125,6,60,2010,1,18521,"09/16/2010",NA,0,1.436111,NA,NA,0,1.329888,NA,0,0,3,NA,NA
"1709",8,"PISCO_subtidal","POINT_ARENA_MPA_1_CEN",38.95117,-123.74404,19.7,12.478,5.2,125,6,60,2011,2,18860,"08/21/2011",NA,0,2.938889,NA,NA,0,2.534488,NA,0,0,3,339,NA
"1710",8,"PISCO_subtidal","POINT_ARENA_MPA_2_CEN",38.94484,-123.74052,20.2,13.083,6.1,126,6,60,2010,1,18548,"10/13/2010",NA,0,2.261111,NA,NA,0,3.359078,NA,0,0,3,NA,NA
"1711",8,"PISCO_subtidal","POINT_ARENA_MPA_2_CEN",38.94484,-123.74052,20.2,13.083,6.1,126,6,60,2011,2,18863,"08/24/2011",NA,0,2.547222,NA,NA,0,4.565893,NA,0,0,3,315,NA
"1712",8,"PISCO_subtidal","POINT_ARENA_REFERENCE_1_CEN",38.908,-123.7191,19.8,16.572,12.8,127,4,60,2010,1,18536.5,"10/01/2010",NA,0,0.008333,NA,NA,0,0.009623,NA,0,0,3,NA,NA
"1713",8,"PISCO_subtidal","POINT_ARENA_REFERENCE_1_CEN",38.908,-123.7191,19.8,13.348,6.7,127,6,60,2011,2,18859,"08/20/2011",NA,0.002778,5.797222,NA,NA,0.006804,7.404581,NA,0.0027777778,0.0068041382,3,322.5,9999
"1714",8,"PISCO_subtidal","POINT_ARENA_REFERENCE_2_CEN",38.89199,-123.70432,20,12.925,5.8,128,6,60,2010,1,18542,"10/07/2010",NA,0,0.980556,NA,NA,0,1.110926,NA,0,0,3,NA,NA
"1715",8,"PISCO_subtidal","POINT_ARENA_REFERENCE_2_CEN",38.89199,-123.70432,20,12.925,5.8,128,6,60,2011,2,18864,"08/25/2011",NA,0,2.669444,NA,NA,0,3.881586,NA,0,0,3,322,NA
"1716",8,"PISCO_subtidal","POINT_ARENA_REFERENCE_3_CEN",38.88296,-123.69521,19.5,12.322,4.9,129,6,60,2010,1,18527,"09/22/2010",NA,0,1.269444,NA,NA,0,0.922401,NA,0,0,3,NA,NA
"1717",8,"PISCO_subtidal","POINT_ARENA_REFERENCE_3_CEN",38.88296,-123.69521,12.6,7.5111,4.9,129,3,60,2011,2,18879,"09/09/2011",NA,0,2.705556,NA,NA,0,1.94981,NA,0,0,3,352,NA
"1718",8,"PISCO_subtidal","POINT_ARENA_REFERENCE_4_CEN",38.87487,-123.68838,19.7,12.133,4.3,130,6,60,2010,1,18520,"09/15/2010",NA,0,0.588889,NA,NA,0,1.010482,NA,0,0,3,NA,NA
"1719",8,"PISCO_subtidal","POINT_ARENA_REFERENCE_4_CEN",38.87487,-123.68838,19.7,12.133,4.3,130,6,60,2011,2,18876,"09/06/2011",NA,0,3.25,NA,NA,0,4.986114,NA,0,0,3,356,NA
"1720",8,"PISCO_subtidal","POINT_DUME_CEN",33.998533,-118.80563,10.7,7.6254,4.45,131,6,60,2010,1,18518,"09/13/2010",NA,1.777778,2.275,NA,NA,1.645656,1.877994,NA,1.7777777778,1.6456564603,3,NA,NA
"1721",8,"PISCO_subtidal","POINT_DUME_CEN",33.998533,-118.80563,10.7,7.6254,4.45,131,6,60,2011,2,18885,"09/15/2011",NA,1.397222,1.647222,NA,NA,1.831497,1.406944,NA,1.3972222222,1.8314965546,3,367,-0.239729405
"1722",8,"PISCO_subtidal","POINT_DUME_CEN",33.998533,-118.80563,10.7,7.6254,4.45,131,6,60,2012,3,19212,"08/07/2012",NA,0.130556,0.338889,NA,NA,0.19477,0.313345,NA,0.1305555556,0.1947695695,3,327,-2.647719107
"1723",8,"PISCO_subtidal","PT_JOE_CEN",36.605094,-121.97147,21.3,16.888,12.8,132,4,60,2007,1,17372,"07/25/2007",NA,0.666667,1.05,NA,NA,0.482087,0.334166,NA,0.6666666667,0.4820865144,3,NA,NA
"1724",8,"PISCO_subtidal","PT_JOE_CEN",36.605094,-121.97147,21.3,13.358,5,132,6,60,2008,2,17760,"08/16/2008",NA,0.6,2.488889,NA,NA,0.641093,2.498325,NA,0.6,0.641092817,3,388,-0.099182805
"1725",8,"PISCO_subtidal","PT_JOE_CEN",36.605094,-121.97147,21.3,13.358,5,132,6,60,2011,3,18852.5,"08/13/2011",NA,0.186111,1.772222,NA,NA,0.28837,1.314436,NA,0.1861111111,0.288370261,3,1092.5,-0.391356027
"1726",8,"PISCO_subtidal","PT_SUR_DC",36.28307,-121.89332,14.9,12.575,10.4,133,4,60,1999,1,14542,"10/25/1999",NA,2.491667,1.391667,NA,NA,1.980296,0.993451,NA,2.4916666667,1.9802964612,3,NA,NA
"1727",8,"PISCO_subtidal","PT_SUR_UC",36.291239,-121.89888,15.9,11.675,7.9,134,4,60,1999,1,14542,"10/25/1999",NA,2.904167,6.7625,NA,NA,2.051936,2.364959,NA,2.9041666667,2.0519356264,3,NA,NA
"1728",8,"PISCO_subtidal","PURISIMA_DC",34.726948,-120.62714,17.1,12.3,6.4,135,6,60,2008,1,17783,"09/08/2008",NA,0,0.427778,NA,NA,0,0.608246,NA,0,0,3,NA,NA
"1729",8,"PISCO_subtidal","PURISIMA_N",34.729501,-120.63171,13.4,9.4997,7,136,3,60,1999,1,14564,"11/16/1999",NA,0,0.177778,NA,NA,0,0.18733,NA,0,0,3,NA,NA
"1730",8,"PISCO_subtidal","PURISIMA_N",34.729501,-120.63171,18.3,11.003,7,136,5,60,2000,2,14845,"08/23/2000",NA,0.003333,0.503333,NA,NA,0.007454,0.315216,NA,0.0033333333,0.0074535599,3,281,9999
"1731",8,"PISCO_subtidal","PURISIMA_N",34.729501,-120.63171,18.3,13.257,9.1,136,2,60,2001,3,15264,"10/16/2001",NA,2.291667,0.566667,NA,NA,3.240906,0.164992,NA,2.2916666667,3.2409060804,3,419,5.6949900555
"1732",8,"PISCO_subtidal","PURISIMA_N",34.729501,-120.63171,18.3,11.81,7,136,6,60,2002,4,15594,"09/11/2002",NA,3.861111,1.266667,NA,NA,6.409842,0.843735,NA,3.8611111111,6.4098419695,3,330,0.5774000831
"1733",8,"PISCO_subtidal","PURISIMA_N",34.729501,-120.63171,18.3,11.003,7,136,5,60,2003,5,15923,"08/06/2003",NA,0.043333,1.063333,NA,NA,0.096896,1.49101,NA,0.0433333333,0.096896279,3,329,-4.984483611
